,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
9743,42.5,1,4,1,0,3,1,1,16,156,2,1,21,0,0,0,,NaN,30,17
9744,70.0,0,2,1,0,2,4,1,25,0,0,0,0,0,0,0,0.0,NaN,0,0
9745,42.5,0,2,7,1,2,1,1,14,120,3,1,15,0,0,0,,NaN,0,0
9746,27.5,0,2,1,0,1,2,1,21,0,0,0,0,0,0,0,0.0,NaN,0,0
9747,13.0,1,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9748,42.5,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9749,32.5,0,4,1,0,2,2,1,18,156,3,1,27,0,0,0,0.0,NaN,0,0
9750,42.5,0,3,7,0,2,1,1,16,36,NaN,1,15,0,0,0,,NaN,0,0
9751,27.5,1,2,1,0,1,1,1,15,60,2,1,18,0,1,0,,NaN,30,22
9752,12.0,1,1,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9753,57.5,1,2,6,0,3,1,1,18,4,0,1,24,0,0,0,0.0,NaN,0,0
9754,22.5,0,3,1,0,2,4,1,15,10,3,1,15,60,0,0,,NaN,0,0
9755,57.5,1,1,3,0,3,4,1,NaN,0,0,0,0,0,0,0,,NaN,3,16
9756,22.5,1,4,1,1,1,4,1,20,156,2,1,14,52,0,0,,NaN,30,19
9757,70.0,0,1,1,1,3,4,1,22,0,0,0,0,0,0,0,,NaN,0,22
9758,70.0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9759,14.0,0,2,1,0,2,99,0,0,0,0,1,14,30,0,0,0.0,25,0,0
9760,32.5,1,2,2,0,1,1,1,16,4,3,1,15,208,0,0,,NaN,30,23
9761,57.5,0,4,1,0,1,4,1,18,8,0,0,0,0,0,0,0.0,NaN,0,0
9762,42.5,1,1,1,0,2,4,1,14,208,3,1,25,0,0,0,,NaN,0,0
9763,13.0,0,2,1,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9764,22.5,1,1,1,0,3,1,1,21,4,0,0,0,0,0,0,0.0,NaN,0,0
9765,42.5,1,4,1,0,1,1,1,15,0,0,1,16,0,0,0,,NaN,30,15
9766,57.5,0,3,1,0,2,1,1,16,6,3,0,0,0,0,0,,NaN,0,0
9767,12.0,0,4,3,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9768,27.5,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9769,32.5,0,2,7,0,1,4,1,18,0,0,0,0,0,0,0,0.0,NaN,0,0
9770,42.5,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9771,16.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9772,15.0,1,1,7,1,3,99,1,14,NaN,NaN,0,0,0,1,0,0.0,25,0,0
9773,57.5,0,4,1,0,1,4,1,13,156,2,1,14,0,1,0,,NaN,0,0
9774,18.0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9775,57.5,1,4,1,0,1,1,1,17,12,1,1,17,0,0,0,,NaN,0,0
9776,42.5,0,4,1,0,2,1,1,18,2,0,1,18,0,0,0,,NaN,30,16
9777,22.5,1,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9778,42.5,0,4,6,1,1,1,1,17,0,0,1,14,364,0,0,,NaN,30,23
9779,17.0,0,4,4,1,2,99,0,0,0,0,0,0,0,0,0,,NaN,0,0
9780,24.5,1,1,1,0,1,4,1,18,48,4,1,18,48,0,0,,NaN,0,0
9781,42.5,0,4,1,0,3,1,1,16,6,0,1,24,0,0,0,,NaN,30,24
9782,27.5,0,1,2,1,2,4,1,22,36,1,1,20,104,0,0,0.0,NaN,0,0
9783,17.0,0,4,1,0,1,99,1,16,6,0,1,16,10,0,0,0.0,0,0,0
9784,70.0,0,2,1,0,3,2,1,15,24,2,0,0,0,0,0,,NaN,30,16
9785,18.0,0,2,7,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9786,27.5,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9787,24.5,0,4,1,0,2,1,1,15,60,0,1,16,208,1,0,,NaN,0,19
9788,57.5,0,4,1,0,3,2,1,14,104,3,1,14,0,0,0,,NaN,0,0
9789,22.5,0,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9790,16.0,0,2,7,0,2,99,1,15,30,3,1,14,180,0,0,,NaN,0,0
9791,14.0,0,4,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9792,57.5,0,2,1,0,3,4,1,16,12,1,1,16,0,0,0,,NaN,0,0
9793,42.5,0,4,1,0,1,2,1,14,36,2,1,15,25,0,0,,NaN,0,0
9794,20.0,1,4,7,0,1,1,1,17,52,15,0,0,0,0,0,,NaN,0,0
9795,32.5,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9796,70.0,1,2,1,0,2,1,1,20,312,3,1,22,336,0,0,,NaN,0,23
9797,42.5,0,4,1,0,1,1,1,12,30,1,1,18,0,1,0,,NaN,0,18
9798,14.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9799,24.5,0,4,1,0,1,1,1,14,260,4,1,15,96,1,0,,NaN,20,18
9800,19.0,1,2,5,0,1,4,1,17,0,0,0,0,0,0,0,0.0,NaN,0,0
9801,27.5,0,3,1,0,2,1,1,16,1,1,1,19,0,1,0,,NaN,0,0
9802,42.5,0,2,1,1,2,1,1,14,3,0,1,16,0,0,0,,NaN,0,18
9803,22.5,0,1,7,0,2,1,1,17,104,2,0,0,0,0,0,,NaN,0,0
9804,70.0,0,2,1,1,3,4,1,13,4,2,1,14,12,0,0,,NaN,20,16
9805,57.5,1,4,1,0,1,1,1,17,260,1,1,16,0,0,0,,NaN,0,17
9806,42.5,0,4,1,0,1,1,1,18,5,0,0,0,0,0,0,,NaN,0,0
9807,27.5,1,3,1,0,1,3,1,21,0,0,1,17,0,0,0,,NaN,0,19
9808,21.0,0,1,5,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9809,14.0,1,1,3,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9810,42.5,0,1,3,1,2,4,1,13,12,0,1,12,12,0,0,,NaN,30,12
9811,13.0,0,3,7,0,1,99,1,13,1,0,0,0,0,0,0,0.0,0,0,0
9812,32.5,0,4,1,0,2,4,1,15,24,3,0,0,0,0,0,0.0,NaN,0,0
9813,42.5,0,4,1,0,2,1,1,21,180,4,1,18,0,0,0,,NaN,30,21
9814,27.5,1,3,1,0,1,1,1,15,12,1,1,12,0,0,0,,NaN,0,0
9815,42.5,1,1,1,1,3,4,1,16,31,3,0,0,0,0,0,,NaN,30,18
9816,21.0,1,1,1,0,1,2,1,13,104,1,1,15,364,0,0,,NaN,0,0
9817,42.5,0,2,1,0,2,1,1,16,0,0,0,0,0,0,0,,NaN,0,23
9818,12.0,0,3,1,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9819,27.5,0,2,1,0,1,2,1,16,52,1,0,0,0,0,0,,NaN,0,0
9820,27.5,1,3,1,0,2,1,1,15,10,0,0,0,0,0,0,,NaN,0,0
9821,12.0,0,1,7,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9822,14.0,1,2,7,0,2,99,0,0,0,0,1,13,0,0,0,0.0,0,0,0
9823,32.5,1,2,6,0,2,1,1,18,5,1,1,19,0,0,0,,NaN,20,0
9824,27.5,0,1,2,1,2,4,1,21,0,0,0,0,0,0,0,0.0,NaN,0,0
9825,22.5,0,3,1,0,2,1,1,17,60,2,0,0,0,0,0,0.0,NaN,0,0
9826,57.5,1,2,1,0,2,1,1,15,156,3,1,15,NaN,0,0,,NaN,0,16
9827,57.5,0,3,1,0,3,1,1,19,72,2,1,21,0,0,0,,NaN,0,21
9828,42.5,1,1,2,1,2,4,1,16,104,2,1,16,5,0,0,,NaN,30,21
9829,22.5,0,2,1,0,1,1,1,18,260,2,1,18,48,0,0,,NaN,0,0
9830,42.5,1,4,2,0,1,1,1,16,264,14,1,11,260,0,0,,NaN,0,20
9831,21.0,1,3,7,0,2,2,0,0,0,0,1,16,365,1,0,,NaN,30,19
9832,14.0,1,3,1,0,2,99,1,12,3,0,0,0,0,0,0,0.0,25,0,0
9833,15.0,0,4,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9834,27.5,0,2,7,1,1,1,1,14,156,1,1,15,0,0,0,0.0,NaN,0,0
9835,32.5,0,1,2,1,3,4,1,21,104,2,0,0,0,0,0,0.0,NaN,0,0
9836,15.0,1,2,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9837,13.0,1,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9838,21.0,0,1,2,1,3,3,1,20,48,1,1,16,0,1,0,,NaN,20,0
9839,42.5,1,2,7,1,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9840,24.5,0,1,2,1,1,2,1,17,12,NaN,1,21,NaN,1,0,0.0,NaN,0,0
9841,27.5,1,1,5,0,1,2,0,0,0,0,0,0,0,0,0,,NaN,0,0
9842,13.0,0,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9843,27.5,0,1,1,1,3,1,1,15,6,0,1,18,0,0,0,,NaN,0,0
9844,17.0,0,4,7,0,2,99,1,15,0,0,1,15,NaN,0,0,,NaN,1,0
9845,15.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9846,17.0,0,4,7,0,2,99,1,16,0,0,0,0,0,0,0,0.0,0,0,0
9847,70.0,0,2,1,0,2,1,1,21,3,0,1,24,0,0,0,,NaN,0,0
9848,15.0,1,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9849,15.0,0,4,1,0,2,99,1,NaN,NaN,NaN,0,0,0,0,0,0.0,0,0,0
9850,42.5,0,4,1,0,1,4,1,17,0,0,1,20,0,0,0,,NaN,0,0
9851,20.0,1,4,5,0,1,2,1,17,2,0,1,16,0,0,0,0.0,NaN,0,0
9852,12.0,1,4,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9853,27.5,1,2,3,0,1,1,1,21,0,0,0,0,0,0,0,,NaN,6,0
9854,42.5,1,4,4,0,3,1,1,18,9,3,0,0,0,0,0,0.0,NaN,0,0
9855,57.5,0,4,7,1,2,1,1,16,0,0,0,0,0,0,0,0.0,NaN,0,0
9856,70.0,1,3,1,0,1,4,1,20,0,0,0,0,0,0,0,,NaN,0,17
9857,57.5,0,2,1,0,2,1,1,21,0,0,0,0,0,0,0,,NaN,10,25
9858,32.5,1,2,1,0,1,1,1,12,52,6,1,14,0,0,0,,NaN,30,19
9859,27.5,0,2,7,0,1,3,1,25,120,1,0,0,0,0,0,,NaN,0,0
9860,13.0,0,1,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9861,19.0,0,1,1,0,1,2,1,17,3,1,0,0,0,0,0,0.0,NaN,0,0
9862,42.5,1,2,1,0,1,1,1,16,260,2,1,13,60,1,0,,NaN,0,15
9863,70.0,0,1,3,1,3,4,1,30,0,0,0,0,0,0,0,,NaN,30,15
9864,42.5,0,4,1,0,2,1,1,18,104,2,0,0,0,0,0,,NaN,0,0
9865,57.5,1,4,1,0,1,1,1,14,104,3,1,16,0,0,0,,NaN,0,0
9866,12.0,1,3,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9867,42.5,0,4,1,0,2,1,1,19,24,3,1,14,0,0,0,,NaN,0,13
9868,42.5,0,4,1,0,1,1,1,18,5,0,0,0,0,0,0,,NaN,0,18
9869,27.5,1,4,2,0,1,1,1,23,5,1,0,0,0,0,0,0.0,NaN,0,0
9870,70.0,1,3,1,0,2,4,1,18,48,1,0,0,0,0,0,,NaN,0,21
9871,16.0,1,4,1,0,1,99,1,12,144,0,1,14,1,0,0,,NaN,20,0
9872,70.0,0,4,1,0,1,1,1,21,6,1,0,0,0,0,0,0.0,NaN,0,0
9873,16.0,1,1,5,1,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
9874,13.0,1,2,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9875,14.0,0,4,1,0,3,99,1,14,1,0,1,14,2,0,0,0.0,0,0,0
9876,57.5,0,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9877,42.5,1,4,7,0,1,1,1,14,60,2,1,16,0,0,0,,NaN,30,16
9878,57.5,0,3,1,0,3,1,1,18,208,2,1,19,0,0,0,,NaN,0,18
9879,15.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9880,42.5,1,2,1,0,3,2,1,16,6,0,1,17,0,0,0,,NaN,0,18
9881,27.5,0,4,5,0,1,1,1,21,24,1,0,0,0,0,0,0.0,NaN,0,0
9882,13.0,0,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9883,42.5,0,4,1,0,3,1,1,22,156,4,0,0,0,0,0,,NaN,30,16
9884,42.5,1,4,5,0,1,1,1,20,12,0,0,0,0,0,0,,NaN,0,0
9885,32.5,1,4,1,0,2,1,1,18,104,1,0,0,0,0,0,,NaN,0,0
9886,13.0,0,1,2,1,1,99,1,12,0,0,0,0,0,1,1,0.0,25,0,0
9887,14.0,0,1,2,1,2,99,0,0,0,0,1,13,1,0,0,,NaN,0,0
9888,42.5,1,4,1,0,1,1,1,16,260,2,1,21,12,0,0,,NaN,0,20
9889,32.5,0,2,7,0,2,4,1,18,144,5,1,16,0,0,0,,NaN,0,0
9890,57.5,0,4,1,0,1,4,1,16,144,2,0,0,0,1,0,,NaN,0,0
9891,42.5,0,4,1,0,1,1,1,20,60,1,0,0,0,0,0,0.0,NaN,0,0
9892,20.0,0,1,3,0,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9893,17.0,1,4,1,0,2,99,1,15,1,2,0,0,0,1,0,0.0,0,0,0
9894,57.5,0,3,7,0,2,1,1,13,5,0,1,15,0,0,0,,NaN,0,0
9895,70.0,0,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9896,18.0,0,4,1,0,1,2,1,18,18,3,1,18,3,0,0,0.0,NaN,0,0
9897,57.5,0,4,1,0,3,1,1,15,0,0,1,20,0,0,0,,NaN,0,20
9898,15.0,1,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9899,32.5,0,4,1,0,1,1,1,12,9,0,1,16,0,0,0,0.0,NaN,0,0
9900,70.0,0,3,1,0,1,1,1,15,0,0,0,0,0,0,0,,NaN,0,12
9901,22.5,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,NaN,10,0
9902,70.0,1,2,5,0,1,4,0,0,0,0,0,0,0,0,0,,NaN,10,50
9903,42.5,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9904,24.5,1,2,1,0,1,1,1,21,156,2,0,0,0,0,0,,NaN,0,0
9905,42.5,1,4,1,0,3,1,1,14,240,2,1,18,0,0,0,,NaN,5,0
9906,22.5,0,2,1,1,2,1,1,13,156,4,1,12,312,1,0,,NaN,5,21
9907,57.5,1,3,1,0,2,3,1,15,48,3,1,16,0,0,0,,NaN,0,0
9908,13.0,0,1,5,1,2,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
9909,57.5,1,4,1,0,1,1,1,12,0,0,1,16,50,1,5,,NaN,0,0
9910,42.5,1,2,2,0,1,1,1,17,156,2,1,16,0,0,0,,NaN,19,16
9911,19.0,0,4,1,0,2,3,1,14,156,5,1,15,3,0,0,,NaN,0,0
9912,13.0,0,1,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9913,22.5,1,1,1,0,2,3,1,22,0,0,0,0,0,0,0,0.0,NaN,0,0
9914,57.5,0,4,1,0,2,1,1,15,104,1,1,18,0,0,0,,NaN,0,0
9915,32.5,1,4,1,0,1,1,1,14,72,8,1,19,72,0,0,,NaN,30,19
9916,24.5,1,2,1,0,1,1,1,14,52,8,1,18,0,0,0,,NaN,0,0
9917,16.0,1,1,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9918,70.0,0,2,1,0,1,4,1,18,24,0,0,0,0,0,0,,NaN,0,18
9919,18.0,0,1,7,0,3,2,1,18,2,1,0,0,0,0,0,0.0,NaN,0,0
9920,42.5,1,2,7,0,1,4,1,18,208,NaN,0,0,0,0,0,0.0,NaN,0,0
9921,27.5,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9922,22.5,0,2,1,0,1,4,1,10,364,2,1,10,2,1,0,,NaN,0,16
9923,17.0,1,3,6,0,3,99,1,16,52,1,1,15,80,0,0,,NaN,0,15
9924,15.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9925,19.0,1,4,1,0,1,1,1,16,12,0,1,17,0,0,0,,NaN,Not sure,0
9926,42.5,0,4,1,0,3,1,1,19,3,0,1,19,0,0,0,,NaN,0,19
9927,32.5,0,1,2,1,3,2,1,18,20,0,0,0,0,0,0,0.0,NaN,0,0
9928,32.5,0,2,1,1,2,3,1,17,120,0,1,17,12,0,0,0.0,NaN,0,0
9929,15.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9930,13.0,1,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9931,22.5,0,4,7,0,1,4,1,16,52,4,1,18,3,0,0,,NaN,0,18
9932,70.0,0,1,7,0,1,4,1,20,12,NaN,0,0,0,0,0,,NaN,0,0
9933,20.0,0,1,5,0,1,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9934,27.5,0,2,1,0,2,1,1,16,52,5,1,15,24,0,0,,NaN,0,16
9935,14.0,1,2,1,0,1,99,0,0,0,0,1,13,12,0,0,,NaN,0,0
9936,27.5,1,2,1,0,3,1,1,18,16,2,1,18,0,0,0,,NaN,1,17
9937,32.5,1,2,1,0,1,1,1,23,48,1,1,23,0,1,0,,NaN,0,0
9938,57.5,0,4,1,0,1,1,1,15,52,3,1,12,260,1,0,,NaN,0,0
9939,22.5,1,1,1,0,1,1,1,15,338,2,1,15,1,0,0,,NaN,1,17
9940,15.0,0,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9941,42.5,1,2,7,0,2,1,1,20,0,0,0,0,0,0,0,,NaN,0,0
9942,12.0,1,4,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9943,22.5,1,4,7,1,1,4,1,20,0,0,0,0,0,0,0,0.0,NaN,0,0
9944,22.5,0,1,7,1,1,4,1,14,60,4,1,16,364,0,0,,NaN,0,19
9945,14.0,1,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9946,42.5,0,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9947,27.5,0,3,7,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9948,14.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9949,24.5,0,1,7,0,1,2,1,15,36,0,1,15,0,0,0,0.0,NaN,0,0
9950,17.0,1,4,1,0,2,99,1,16,84,6,0,0,0,0,0,0.0,0,0,0
9951,42.5,1,4,5,0,1,1,1,12,0,0,1,12,0,0,0,0.0,NaN,0,0
9952,24.5,1,2,1,0,2,1,1,15,60,3,1,17,0,0,0,,NaN,0,0
9953,21.0,1,2,7,0,1,2,1,13,1,0,0,0,0,0,0,,NaN,0,0
9954,57.5,0,3,2,0,1,4,1,28,2,0,0,0,0,0,0,0.0,NaN,0,0
9955,42.5,1,4,1,0,2,1,1,13,104,3,1,12,0,0,0,,NaN,30,18
9956,16.0,0,2,5,0,1,99,1,13,0,0,0,0,0,0,0,0.0,0,0,0
9957,42.5,1,4,1,0,1,1,1,18,208,1,0,0,0,0,0,0.0,NaN,0,0
9958,20.0,1,1,1,0,1,4,1,18,5,1,0,0,0,0,0,0.0,NaN,0,0
9959,57.5,0,3,1,0,3,4,1,21,104,1,0,0,0,0,0,0.0,NaN,0,0
9960,27.5,0,1,2,1,2,1,1,19,60,2,1,15,180,1,0,,NaN,30,18
9961,24.5,1,2,2,0,2,1,1,18,52,2,1,18,4,0,0,0.0,NaN,0,0
9962,24.5,0,2,2,0,1,1,1,17,355,2,1,15,0,0,0,,NaN,30,18
9963,27.5,0,3,2,0,2,1,1,15,5,7,1,20,24,0,0,,NaN,0,0
9964,15.0,0,1,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9965,42.5,0,4,1,0,3,2,1,14,0,0,0,0,0,0,0,,NaN,0,0
9966,19.0,1,2,2,1,2,2,1,18,96,0,1,18,36,0,0,0.0,NaN,0,0
9967,13.0,0,2,7,1,3,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
9968,20.0,0,2,1,0,2,2,1,18,48,3,0,0,0,0,0,0.0,NaN,0,0
9969,32.5,0,2,1,0,2,1,1,18,60,2,1,17,1,1,0,,NaN,0,0
9970,24.5,0,4,2,0,1,3,1,18,120,2,1,20,0,0,0,0.0,NaN,0,0
9971,32.5,1,4,1,0,1,1,1,15,16,5,1,16,260,1,2,,NaN,30,18
9972,42.5,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9973,14.0,0,4,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9974,70.0,1,2,1,1,2,4,1,21,48,2,1,40,0,0,0,,NaN,0,15
9975,24.5,1,3,1,0,2,1,1,21,5,1,0,0,0,0,0,,NaN,0,0
9976,27.5,0,2,1,0,1,4,1,15,10,1,1,12,260,1,0,,NaN,30,17
9977,19.0,1,3,1,1,2,1,1,16,12,0,1,16,365,0,0,,NaN,30,16
9978,17.0,1,4,6,0,3,99,1,16,Not sure,2,1,17,3,0,0,0.0,0,0,0
9979,24.5,1,2,1,0,1,3,1,18,104,10,0,0,0,0,0,0.0,NaN,0,0
9980,27.5,1,4,2,0,1,1,1,17,96,2,1,13,8,0,0,0.0,NaN,0,0
9981,16.0,0,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9982,24.5,1,1,1,1,2,1,1,16,45,0,1,16,15,1,0,,NaN,4,0
9983,24.5,0,3,7,1,1,1,1,14,60,3,1,13,208,1,0,,NaN,30,16
9984,16.0,0,4,1,0,3,99,1,13,2,0,0,0,0,1,0,0.0,0,0,0
9985,16.0,0,1,2,1,1,99,1,NaN,NaN,NaN,0,0,0,0,0,0.0,25,0,0
9986,22.5,1,2,2,0,2,2,0,0,0,0,1,16,0,0,0,0.0,NaN,0,0
9987,19.0,1,4,7,0,1,1,1,12,208,8,1,12,156,1,0,,NaN,1,0
9988,57.5,0,3,1,0,2,4,1,15,208,0,1,18,0,1,0,,NaN,0,19
9989,15.0,0,1,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9990,42.5,0,2,1,1,1,4,1,17,96,4,1,17,0,0,0,0.0,NaN,0,0
9991,57.5,1,1,1,1,1,4,1,16,10,2,1,14,364,0,0,,NaN,0,14
9992,22.5,0,2,7,1,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9993,42.5,1,4,1,0,2,2,1,21,12,1,0,0,0,0,0,0.0,NaN,0,0
9994,57.5,1,1,7,1,1,3,1,17,156,3,1,25,104,0,0,,NaN,6,17
9995,57.5,0,4,1,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
9996,21.0,0,1,1,1,3,4,1,18,0,0,0,0,0,0,0,0.0,NaN,0,0
9997,22.5,1,1,1,0,3,1,1,18,36,3,0,0,0,0,0,0.0,NaN,0,0
9998,18.0,0,4,1,0,1,1,1,17,0,0,1,17,0,0,0,,NaN,0,0
9999,16.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10000,21.0,0,1,1,0,2,2,1,18,40,0,0,0,0,0,0,0.0,NaN,0,0
10001,24.5,0,4,1,0,1,1,1,15,156,3,1,16,12,0,0,,NaN,0,0
10002,57.5,0,4,1,1,1,1,1,17,5,0,0,0,0,0,0,0.0,NaN,0,0
10003,24.5,0,1,1,0,3,3,1,21,0,0,0,0,0,0,0,,NaN,30,16
10004,32.5,0,4,1,0,1,1,1,16,156,0,1,16,208,0,0,0.0,NaN,0,0
10005,42.5,1,3,1,0,2,1,1,16,260,10,1,16,104,0,0,,NaN,30,16
10006,21.0,0,2,7,0,2,2,0,0,0,0,0,0,0,0,0,,NaN,0,19
10007,15.0,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10008,16.0,0,4,1,0,1,99,1,15,52,5,1,15,0,0,0,0.0,0,0,0
10009,22.5,1,1,7,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
10010,24.5,0,1,1,1,1,3,1,16,312,3,1,17,208,0,0,,NaN,20,0
10011,70.0,0,4,3,1,3,1,1,29,0,0,0,0,0,0,0,0.0,NaN,0,0
10012,20.0,0,2,7,0,2,1,1,14,52,NaN,1,14,3,0,0,0.0,NaN,0,0
10013,32.5,0,4,1,0,1,1,1,13,48,2,1,16,0,0,0,,NaN,0,0
10014,18.0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
10015,57.5,0,4,1,0,2,1,1,19,12,1,1,22,0,1,0,,NaN,0,35
10016,42.5,0,2,7,0,1,4,1,15,96,1,0,0,0,0,0,,NaN,30,42
10017,20.0,0,2,1,1,3,3,1,NaN,12,0,1,16,24,0,0,,NaN,3,16
10018,24.5,0,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
10019,19.0,0,1,7,1,1,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
10020,12.0,0,4,6,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10021,13.0,0,4,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10022,32.5,0,4,1,0,3,1,1,14,208,2,1,17,0,0,0,,NaN,0,18
10023,17.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10024,22.5,1,1,1,0,2,1,1,21,72,3,0,0,0,0,0,,NaN,0,0
10025,22.5,1,2,1,1,2,4,1,14,36,3,1,14,0,0,0,,NaN,0,0
10026,70.0,0,2,6,0,3,4,1,19,12,1,0,0,0,0,0,,NaN,0,0
10027,42.5,0,2,2,1,2,3,1,14,312,4,1,14,156,1,0,,NaN,25,0
10028,42.5,0,4,1,0,2,2,1,10,5,0,1,18,0,0,0,,NaN,0,16
10029,15.0,1,2,1,0,3,99,1,14,45,NaN,0,0,0,0,0,0.0,0,0,0
10030,57.5,1,4,1,1,1,1,1,12,0,0,1,16,0,1,0,,NaN,0,0
10031,42.5,1,4,7,0,2,1,1,18,60,1,0,0,0,0,0,0.0,NaN,0,0
10032,27.5,1,3,5,1,2,1,1,16,52,10,1,13,0,0,0,,NaN,0,0
10033,13.0,0,4,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
10034,24.5,1,4,3,0,2,1,1,20,7,0,0,0,0,0,0,,NaN,1,15
10035,42.5,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
